Designator,Mid X,Mid Y,Rotation,Layer
C1,64.2,40.6375,270.0,top
C10,67.0,58.5,180.0,top
C11,67.0,57.0,180.0,top
C12,67.0,55.5,180.0,top
C2,78.0,51.5625,90.0,top
D1,69.0,34.5,270.0,top
D2,24.0,48.0,180.0,top
J10,77.365,46.405,180.0,top
J7,67.635,43.595,0.0,top
LCD1,31.175,26.0,270.0,top
R1,69.2,36.7,270.0,bottom
R11,67.0,58.5,0.0,bottom
R12,67.0,57.0,0.0,bottom
R13,67.0,55.5,0.0,bottom
SW1,39.9,59.1,270.0,top
SW3,73.855362,59.105977,81.0,bottom
