Designator,Mid X,Mid Y,Rotation,Layer
C1,22.5,15.5,90.0,top
C2,23.0,26.8224,0.0,top
C4,21.2776,32.512,180.0,top
D1,20.0,15.0,90.0,top
D3,9.0,43.0,270.0,top
D4,16.5,13.5,180.0,top
FB1,17.7292,44.0944,180.0,bottom
J1,17.7292,42.7228,0.0,top
J2,20.0,6.0,180.0,top
L2,11.0,22.5,270.0,top
Q1,21.6408,35.56,45.0,bottom
R1,25.0,20.0,90.0,top
R2,27.5,23.0,90.0,top
R4,10.3,36.6,270.0,top
R5,15.8496,33.8206,90.0,top
U1,22.38475,22.700001,270.0,top
